alternative,utility
tour_id,20976638.0
0,7.700374140050288
1,7.740120605097756
2,7.630741696356512
3,8.221205560513955
4,7.55388418015374
5,8.166481214735109
6,7.600159239040228
7,7.89105043117224
8,7.5917370241656705
9,6.985952470420514
10,8.787874563406314
11,8.903743312977175
12,9.093299161133753
13,9.804934529214409
14,9.448357397650955
15,9.67097873800336
16,9.73028490008356
17,10.056184857225228
18,9.627444138436319
19,9.61778294041794
20,9.407672353259194
21,9.382683457545333
22,9.483003791340645
23,9.75249367693091
24,9.050432192826669
25,7.4642812713824185
26,8.291325438035786
27,6.695761077764847
