person_id,utility
511623,5.4964002312629106
511623,4.705529831662451
511623,5.798948129928609
511623,5.913168669509501
511623,5.419557919920134
511623,3.5591677788424185
511623,5.737714573332685
511623,6.807076867407675
511623,7.086906511000779
511623,6.9630684464982595
511623,7.287389917059457
511623,7.400428245492741
511623,7.286219984628914
511623,7.291729222198715
511623,7.238567977109416
511623,7.490764938942881
511623,7.331626965946478
511623,7.250651413902533
511623,7.52257581286455
511623,7.589149097852089
511623,8.372995568347008
511623,7.060161624280162
511623,7.083373830196762
511623,6.869980371096083
511623,5.94143037680529
511623,4.1371852070989545
511623,4.453394300634562
511623,5.451049322288338
511623,3.5461605351421746
511624,4.912142026036689
511624,6.696116629329332
511624,5.408975835525748
511624,5.712075337923579
511624,4.857018032528078
511624,5.589791219808442
511624,4.573336235911841
511624,4.0408747088352985
511624,4.115971245850303
511624,4.948321547064552
511624,5.909687749577133
511624,6.80202665014642
511624,6.472548455052804
511624,6.762911149274857
511624,7.066564974154415
511624,7.286219984628914
511624,7.096742770036087
511624,7.6118847827849265
511624,7.4507304436633
511624,7.316197418890283
511624,7.589149097852089
511624,7.695212968506251
511624,8.239160075251455
511624,7.206251241223955
511624,7.114402627427853
511624,7.368315471530453
511624,7.180946380429153
511624,6.8555955297317475
511624,6.276928968478773
511624,5.194630570173673
511626,5.860305026177657
511626,5.7266258915809285
511626,5.217721519452384
511626,3.8545613661323364
511626,4.040668558819511
511626,5.733108221215186
511626,5.450625784827764
511626,7.086906511000779
511626,7.291729222198715
511626,7.007046051568496
511626,6.7421709810587656
511626,7.4507304436633
511626,7.328248623432886
511626,7.395677958907042
511626,7.679848387787064
511626,9.337772363919564
511626,9.018966096610123
511626,7.0867933207382094
511626,7.368315471530453
511626,7.269864786538219
511626,6.894802580317566
511626,6.915384535930047
511626,6.921038158791077
511626,6.793183044911768
511626,6.87393284934258
511626,4.680540974004911
