alternative,utility_1,utility_2
person_id,511625.0,511628.0
0,5.9754862453339275,5.9754862453339275
1,6.409738721702761,6.409738721702761
2,3.849339558417312,3.849339558417312
3,5.966912203361934,5.966912203361934
4,5.814501455018306,5.814501455018306
5,4.262477208582507,4.262477208582507
6,5.183056898433637,5.183056898433637
7,4.163028836520848,4.163028836520848
8,5.650430812654907,5.650430812654907
9,5.368466760943809,5.368466760943809
10,5.284447190839751,5.284447190839751
11,5.654625287515812,5.654625287515812
12,5.973191522141532,5.973191522141532
13,6.204092429374986,6.204092429374986
14,5.643099273001205,5.643099273001205
15,6.297182209081557,6.297182209081557
16,5.128868938707576,5.128868938707576
17,4.728086112425623,4.728086112425623
18,4.884718464310915,4.884718464310915
19,4.484130772493478,4.484130772493478
20,5.421281775861815,5.421281775861815
21,5.629453752232662,5.629453752232662
22,5.126959071397623,5.126959071397623
23,5.91181472820198,5.91181472820198
24,3.519095350017947,3.519095350017947
25,4.627310342133599,4.627310342133599
26,3.4711246611280435,3.4711246611280435
27,3.078606373461014,3.078606373461014
28,3.1758024936720544,3.1758024936720544
29,3.4027730574276243,3.4027730574276243
30,3.697506614034287,3.697506614034287
31,4.339948150132028,4.339948150132028
32,2.831699477287275,2.831699477287275
33,2.901670694530532,2.901670694530532
34,1.8277324653149147,1.8277324653149147
35,4.522237723380442,4.522237723380442
36,3.95761386291505,3.95761386291505
37,2.9690695918744874,2.9690695918744874
38,2.82896234645768,2.82896234645768
39,3.760639412320579,3.760639412320579
40,4.983326648812679,4.983326648812679
41,2.848215372598278,2.848215372598278
42,4.670155076105453,4.670155076105453
43,3.9049939787009267,3.9049939787009267
44,3.7227592807250094,3.7227592807250094
45,3.6892010134474598,3.6892010134474598
46,4.852440619449933,4.852440619449933
47,2.411491878566247,2.411491878566247
48,2.5658769562076937,2.5658769562076937
49,3.570280303138884,3.570280303138884
50,3.049588695669775,3.049588695669775
51,4.1189333437176,4.1189333437176
52,3.6193637738205693,3.6193637738205693
53,2.301681099394668,2.301681099394668
54,0.746651304963061,0.746651304963061
55,3.942493888272794,3.942493888272794
56,1.2746473517468546,1.2746473517468546
57,2.027385813389838,2.027385813389838
58,2.4895005253683307,2.4895005253683307
59,0.6845266018292917,0.6845266018292917
60,1.9680175959614834,1.9680175959614834
61,2.7458133465046926,2.7458133465046926
62,1.9258675221720054,1.9258675221720054
63,1.9718884923305815,1.9718884923305815
64,3.0141137394409148,3.0141137394409148
65,3.0146244338098063,3.0146244338098063
66,2.8544263316728253,2.8544263316728253
67,1.269257673864057,1.269257673864057
68,5.014205091034023,5.014205091034023
69,3.510958688953174,3.510958688953174
70,4.495484981635665,4.495484981635665
71,2.9908630960153326,2.9908630960153326
72,3.566993719173041,3.566993719173041
73,4.059492995271454,4.059492995271454
74,4.39128214648693,4.39128214648693
75,4.446004682822962,4.446004682822962
76,4.163226951522738,4.163226951522738
77,2.7356320179667115,2.7356320179667115
78,5.217070278858243,5.217070278858243
79,1.7002935256713627,1.7002935256713627
80,3.491901218930944,3.491901218930944
81,3.8328914976059174,3.8328914976059174
82,1.6633445943650749,1.6633445943650749
83,2.2293734167726837,2.2293734167726837
84,3.067222636121465,3.067222636121465
85,2.4051614337136797,2.4051614337136797
86,3.7034270356281196,3.7034270356281196
87,2.9856920216139473,2.9856920216139473
88,2.609687424382872,2.609687424382872
89,5.204886144611033,5.204886144611033
90,4.418730215873362,4.418730215873362
91,3.4858359565021377,3.4858359565021377
92,4.7903045168616645,4.7903045168616645
93,2.578447863360406,2.578447863360406
94,1.886966521362126,1.886966521362126
95,1.0716493641090428,1.0716493641090428
96,2.1540851406571697,2.1540851406571697
97,1.7272223958173516,1.7272223958173516
98,2.6088106248865177,2.6088106248865177
99,3.5514299008378023,3.5514299008378023
100,3.6848403747597622,3.6848403747597622
101,2.9398799934621573,2.9398799934621573
102,2.5293124040282278,2.5293124040282278
103,3.0032207666074653,3.0032207666074653
104,3.1557454071893556,3.1557454071893556
105,6.982662134324567,6.982662134324567
106,5.099645460580311,5.099645460580311
107,4.307277019339935,4.307277019339935
108,5.306355769807256,5.306355769807256
109,3.421532047269876,3.421532047269876
110,4.224863217596442,4.224863217596442
111,2.999830201883338,2.999830201883338
112,2.393520665226089,2.393520665226089
113,2.9422958150851697,2.9422958150851697
114,1.8810500092565805,1.8810500092565805
115,4.007375932706653,4.007375932706653
116,1.7315496013193759,1.7315496013193759
117,2.1758318105674093,2.1758318105674093
118,1.478531910954259,1.478531910954259
119,3.7595251489860866,3.7595251489860866
120,4.360163970414802,4.360163970414802
121,2.0601298762462914,2.0601298762462914
122,3.2066543759596318,3.2066543759596318
123,1.0313490013290698,1.0313490013290698
124,0.24738709006937132,0.24738709006937132
125,0.7069130324049135,0.7069130324049135
126,1.8565704963870395,1.8565704963870395
127,4.054951147546618,4.054951147546618
128,0.7658584681559963,0.7658584681559963
129,3.2598283023369783,3.2598283023369783
130,1.1236720978887815,1.1236720978887815
131,1.831779672355438,1.831779672355438
132,4.755286624218047,4.755286624218047
133,4.957165456069868,4.957165456069868
134,1.5554314077322395,1.5554314077322395
135,2.8079590327401416,2.8079590327401416
136,1.1090312792566492,1.1090312792566492
137,5.259608273511384,5.259608273511384
138,2.2948994856813627,2.2948994856813627
139,0.49771002687357635,0.49771002687357635
140,2.1994630424468467,2.1994630424468467
141,5.050362356537012,5.050362356537012
142,1.9119390241891079,1.9119390241891079
143,1.7229730172307525,1.7229730172307525
144,1.4933822614019645,1.4933822614019645
145,-0.30715356135241256,-0.30715356135241256
146,3.13538227795077,3.13538227795077
147,3.279653333295391,3.279653333295391
148,3.0046822376694546,3.0046822376694546
149,4.327431311057553,4.327431311057553
150,0.32174270794647075,0.32174270794647075
151,4.224336542269068,4.224336542269068
152,0.28338188808273035,0.28338188808273035
153,1.5938358091430054,1.5938358091430054
154,0.8441612371570062,0.8441612371570062
155,-0.11141634784608678,-0.11141634784608678
