TAZ,work_low,work_med,work_high,work_veryhigh
1,3,11,14,44
2,16,16,29,66
3,4,2,2,6
4,0,3,6,11
5,10,14,15,34
6,7,14,27,44
7,16,32,38,95
8,5,3,8,33
9,31,62,90,230
10,7,16,12,34
11,0,3,2,10
12,8,18,23,50
13,21,22,36,86
14,28,49,80,178
15,3,11,16,29
16,3,3,8,10
17,1,4,7,15
18,2,6,11,31
19,5,8,12,38
20,3,15,18,21
21,21,29,30,69
22,1,4,2,12
23,65,169,326,872
24,49,77,92,255
25,14,30,39,118
26,12,17,34,102
27,2,14,11,44
28,11,9,18,36
29,7,2,18,29
30,13,33,46,129
31,6,17,26,50
32,14,52,62,156
33,9,12,24,63
34,4,22,32,79
35,7,15,24,69
36,63,142,169,569
37,16,26,47,124
38,0,3,6,19
39,15,19,34,97
40,0,5,6,9
41,5,13,7,32
42,15,26,48,129
43,5,17,18,70
44,2,4,3,15
45,14,11,21,49
46,49,99,147,364
47,3,8,14,30
48,16,48,65,230
49,3,9,13,23
50,35,49,71,196
51,17,20,20,61
52,14,35,47,127
53,5,10,11,25
54,28,59,85,256
55,10,4,16,24
56,3,8,33,45
57,16,20,47,104
58,4,9,14,26
59,3,3,11,27
60,7,18,28,91
61,22,36,67,175
62,23,34,34,114
63,52,134,204,631
64,10,14,37,93
65,2,5,3,6
66,7,20,29,64
67,8,11,19,54
68,6,14,27,80
69,8,16,29,92
70,29,41,92,272
71,1,2,8,14
72,19,33,36,111
73,2,2,2,3
74,3,6,8,27
75,4,3,11,32
76,7,9,18,42
77,18,49,70,210
78,9,21,32,83
79,138,291,477,1331
80,7,16,35,80
81,1,3,5,16
82,13,24,21,72
83,44,74,130,319
84,5,8,12,28
85,4,6,9,27
86,10,17,36,82
87,7,6,16,33
88,26,44,72,239
89,5,18,22,57
90,20,33,39,109
91,3,2,4,29
92,2,1,4,11
93,32,39,48,145
94,21,39,69,164
95,15,32,56,131
96,31,71,142,343
97,20,39,33,97
98,11,27,48,117
99,4,15,19,42
100,14,17,32,71
101,20,19,41,117
102,4,12,19,24
103,16,18,38,124
104,7,13,23,45
105,4,18,25,41
106,13,28,32,91
107,10,13,33,74
108,7,9,15,51
109,15,41,59,185
110,14,29,60,139
111,22,48,94,284
112,0,3,6,12
113,13,44,54,165
114,41,74,149,495
115,15,35,61,170
116,72,86,149,311
117,9,31,49,109
118,17,49,47,130
119,8,12,23,57
120,23,55,53,210
121,12,17,37,100
122,11,30,38,111
123,34,54,83,228
124,8,20,23,64
125,4,8,13,39
126,8,17,16,61
127,3,8,8,46
128,3,7,14,31
129,200,308,459,1090
130,5,11,19,37
131,2,2,2,3
132,9,15,25,69
133,7,2,8,22
134,15,13,16,65
135,4,6,18,23
136,0,3,9,20
137,13,11,18,45
138,3,4,4,16
139,5,19,21,65
140,35,93,165,433
141,2,4,14,36
142,2,0,0,16
143,4,5,6,18
144,5,2,3,8
145,5,10,22,43
146,2,11,10,16
147,0,0,6,22
148,4,9,10,27
149,2,8,9,31
150,0,1,3,10
151,10,14,12,54
152,38,93,145,396
153,12,10,15,50
154,6,16,13,51
155,77,174,204,729
156,0,1,3,9
157,8,3,10,19
158,5,14,25,61
159,6,4,8,18
160,2,3,4,22
161,5,21,20,60
162,11,17,31,64
163,6,5,11,21
164,6,13,11,32
165,2,6,6,19
166,5,3,10,30
167,8,20,13,50
168,5,13,18,30
169,63,136,215,561
170,2,14,18,62
171,6,12,21,63
172,13,20,34,110
173,10,35,40,93
174,7,14,32,65
175,1,9,7,21
176,4,10,17,34
177,4,10,14,34
178,4,6,9,22
179,5,7,17,41
180,24,52,108,265
181,61,152,220,578
182,0,3,6,11
183,16,50,67,178
184,1,2,6,12
185,26,75,107,238
186,6,21,11,50
187,10,19,26,67
188,0,2,7,12
189,14,32,37,99
190,3,5,9,18
191,0,0,1,5
192,7,29,36,50
193,5,9,6,28
194,5,9,16,22
195,17,35,58,101
196,7,14,18,55
197,2,7,13,13
198,8,8,16,19
199,13,29,45,77
200,14,30,38,86
201,8,31,46,99
202,4,11,10,26
203,4,7,8,13
204,29,76,94,196
205,30,91,116,274
206,5,11,16,29
207,1,9,5,15
208,11,15,27,45
209,14,28,35,75
210,23,43,73,149
211,30,72,97,240
212,10,38,46,76
213,6,12,10,23
214,2,1,5,10
215,0,2,14,9
216,0,4,3,11
217,2,6,8,14
218,15,21,28,45
219,15,38,46,88
220,4,8,13,31
221,83,144,170,336
222,6,23,24,86
223,1,2,4,11
224,12,11,25,50
225,1,13,16,37
226,2,5,2,5
227,0,3,5,6
228,5,10,15,31
229,1,2,3,2
230,9,16,22,48
231,12,12,21,36
232,3,20,12,27
233,2,4,8,19
234,2,8,7,12
235,0,2,6,8
236,4,2,5,4
237,0,0,1,2
238,9,19,18,38
239,0,3,1,2
240,0,2,1,5
241,4,6,7,27
242,7,10,16,27
243,12,26,23,62
244,5,4,7,14
245,11,24,26,50
246,33,54,65,108
247,9,11,23,35
248,20,38,49,98
249,1,5,6,12
250,2,4,7,21
251,3,5,7,14
252,1,5,2,14
253,4,9,11,22
254,2,4,3,7
255,14,35,41,123
256,0,4,3,5
257,0,5,6,16
258,1,2,6,14
259,2,2,6,13
260,9,21,36,70
261,40,70,97,210
262,5,6,8,16
263,0,3,10,8
264,3,4,6,9
265,1,3,5,12
266,24,38,40,85
267,1,1,4,7
268,5,4,9,19
269,3,4,8,16
270,30,57,59,130
271,29,58,107,184
272,5,15,10,14
273,7,5,8,29
274,6,7,13,23
275,18,61,93,193
276,9,21,36,66
277,60,141,229,489
278,10,47,50,112
279,31,91,151,374
280,24,31,47,100
281,2,8,9,15
282,0,0,0,0
283,33,59,99,219
284,214,359,569,1078
285,6,15,18,35
286,26,37,69,114
287,23,45,70,156
288,2,13,12,47
289,40,74,130,202
290,1,0,4,5
291,11,17,32,68
292,8,24,33,61
293,2,1,2,6
294,2,6,8,12
295,8,9,6,23
296,13,13,40,94
297,0,1,0,1
298,2,2,6,17
299,0,3,2,8
300,3,3,6,7
301,12,31,47,88
302,11,18,19,57
303,2,0,2,6
304,10,24,31,60
305,14,18,19,46
306,15,55,42,88
307,4,2,5,16
308,6,14,15,32
309,2,9,3,12
310,23,32,46,118
311,3,4,9,18
312,4,6,15,21
313,5,13,17,51
314,5,7,11,18
315,31,52,81,128
316,82,260,335,735
317,23,63,86,209
318,27,72,109,178
319,57,107,175,284
320,39,92,131,267
321,16,40,75,125
322,72,212,356,729
323,85,152,265,497
324,15,29,45,96
325,4,1,3,3
326,5,4,6,14
327,1,1,6,13
328,2,7,10,10
329,27,40,79,134
330,5,11,9,20
331,5,6,9,17
332,14,30,42,94
333,2,2,13,15
334,8,3,16,27
335,16,28,39,74
336,11,15,25,52
337,1,6,8,14
338,4,8,12,22
339,39,79,145,269
340,5,9,18,51
341,43,100,117,276
342,56,97,127,284
343,18,39,50,171
344,18,20,40,114
345,10,13,44,97
346,8,23,29,67
347,9,45,46,121
348,1,3,6,8
349,19,31,44,70
350,17,52,82,131
351,13,12,21,54
352,1,0,5,8
353,2,4,5,14
354,5,5,6,5
355,9,29,58,93
356,46,89,173,319
357,25,69,110,245
358,38,111,127,280
359,17,34,41,93
360,1,7,12,23
361,21,43,53,119
362,15,37,53,111
363,22,52,79,119
364,18,37,60,105
365,32,92,138,302
366,48,138,228,431
367,8,29,40,69
368,18,35,46,98
369,19,36,29,70
370,17,48,53,108
371,0,1,9,5
372,16,25,33,62
373,6,29,25,54
374,1,9,15,12
375,0,6,17,31
376,1,6,15,18
377,128,283,447,924
378,24,48,80,130
379,70,143,194,400
380,16,21,30,68
