person_id,utility
1180752,7.371602889590452
1180752,7.362701725876198
1180752,7.154341590487281
1180752,6.9123482419625475
1180752,7.271721831607393
1180752,7.3707504175542775
1180752,7.051590548454589
1180752,7.081583304659219
1180752,7.736296663293414
1180752,7.798036466629357
1180752,10.16311897479817
1180752,7.556241516577634
1180752,7.724177873813923
1180752,8.442490538652281
1180752,7.9001293872901055
1180752,8.55246375747936
1180752,7.6373920573137255
1180752,7.436386276403509
1180752,7.414263146943484
1180752,6.728359943169282
1180752,6.470160369773895
1180752,5.803054344867637
