alternative,probability_1,probability_2
tour_id,93102746.0,93102765.0
0,0.0010698975566229394,0.00017695268561878134
1,0.0009839727295541238,0.0002730848035374448
2,0.00015705218554957538,4.6789758930807476e-05
3,0.0001381466303073205,0.0006452284569982773
4,6.338000640392059e-05,0.00011460284736506153
5,0.0003382654171416062,0.0003060562145673386
6,0.00020397595590322058,0.01121243216058799
7,0.00017405859833526194,0.019054221672219953
8,0.0002823342660150911,0.028998447307936253
9,0.0002341856400151412,0.03150851161740834
10,0.00020952656958237684,0.017570662396533033
11,0.00014903762101960727,0.019974827593058377
12,8.854812754927668e-05,0.0178474982007178
13,4.97869174349167e-05,0.02159302791903175
14,2.600658686352338e-05,0.01145151777865726
15,1.518482404630484e-05,0.0034476367360323926
16,7.0644594820355975e-06,0.023982842729031256
17,8.770878167752592e-07,0.03783666165916985
18,8.319776098058731e-08,0.04397253776366542
19,0.0028394062672991304,0.047728399889284956
20,0.00044800233423804666,0.029252566326536784
21,0.0004168015500007817,0.03880010141588828
22,0.0003666280060859162,0.03466787069783699
23,0.0010331571404002527,0.01763083146505481
24,0.0008977242162082324,0.0068351084076352575
25,0.0005413327696513759,0.020005852973127927
26,0.0007861665267987442,0.024102073833623082
27,0.000749288265436311,0.027981135319158777
28,0.0006843789007678961,0.033380091926297865
29,0.0005684551696799248,0.02386979060004765
30,0.0003087722163521959,0.03166048016845955
31,0.00018325839881782807,0.011891078083872393
32,0.00011324697125402116,0.004420689016385444
33,6.901900586111148e-05,0.01922377675716332
34,4.029907751262176e-05,0.023135466147960464
35,7.880861695314885e-06,0.02951997776333231
36,2.3277075721008203e-06,0.041087735411805694
37,0.0035320177678547513,0.02938145415163746
38,0.0032483569500238916,0.016381422089437266
39,0.003022127583394158,0.004497575288843332
40,0.01632818334162837,0.018452811964290838
41,0.007491173418089201,0.024407817568592234
42,0.006509181926215752,0.03633630004315891
43,0.006680077686357261,0.050575115401061375
44,0.005700304007447216,0.015202233178349192
45,0.005982509686131681,0.006195962945150568
46,0.005072848100187889,0.003041279624569565
47,0.003217634089606828,0.004693498976145878
48,0.0017459059673756053,0.006987285387979578
49,0.0011388679580815193,0.0040880301273065744
50,0.0008211264942800252,0.0008982716693222202
51,0.0005004401768441523,0.003743527513451312
52,0.00012282534725739628,0.00577725323564892
53,5.714222874238563e-05,0.003615285383886206
54,0.005197656412335259,0.0015462200442160027
55,0.004780226046569481,0.004607928232166542
56,0.027316574910526917,0.002989203678124028
57,0.024028272909551944,0.0013674132900309676
58,0.011023881563340984,4.072298110553522e-06
59,0.01630214769294976,1.931134275015317e-06
60,0.009830287077655587,1.5402697065516521e-06
61,0.009237058956819942,0.0
62,0.008999945406347562,0.0
63,0.0058276506668677105,0.0
64,0.0036925000256963097,0.0
65,0.0022020722004634963,0.0
66,0.0016759384392114414,0.0
67,0.0012083555827991112,0.0
68,0.0003095610300449913,0.0
69,0.0001807476620247749,0.0
70,0.004302838782400993,0.0
71,0.02430662735484838,0.0
72,0.022613810649051356,0.0
73,0.01989161582592628,0.0
74,0.01553158477426313,0.0
75,0.013495604127118005,0.0
76,0.008961170029902446,0.0
77,0.007817231968894629,0.0
78,0.005816267157196292,0.0
79,0.0037621853011945952,0.0
80,0.002619956201802395,0.0
81,0.0018229680675534152,0.0
82,0.001387412391485033,0.0
83,0.00042048614112920394,0.0
84,0.0002562676521742491,0.0
85,0.02164885994115031,0.0
86,0.01991021259574291,0.0
87,0.018523580875677435,0.0
88,0.027730326511021582,0.0
89,0.012722339067855082,0.0
