label,value_1,value_2
trip_id,744822321,744822325
person_id,2270799,2270799
household_id,866761,866761
tour_id,93102790,93102790
primary_purpose,school,school
trip_num,1,1
outbound,True,False
trip_count,1,1
purpose,school,Home
destination,977,974
origin,974,977
destination_logsum,,
depart,7.0,14.0
hhsize,4,4
age,12,12
auto_ownership,0,0
number_of_participants,1,1
tour_category,mandatory,mandatory
parent_tour_id,,
tour_mode,WALK_LOC,WALK_LOC
duration,7.0,7.0
value_of_time,5.775503166354981,5.775503166354981
tour_type,school,school
free_parking_at_work,False,False
trip_period,AM,MD
is_joint,False,False
is_indiv,True,True
is_atwork_subtour,False,False
c_cost,-0.002815339119667034,-0.002815339119667034
parent_tour_mode,,
work_tour_is_SOV,False,False
work_tour_is_bike,False,False
i_tour_mode,9,9
tour_mode_is_SOV,False,False
tour_mode_is_auto,False,False
tour_mode_is_walk,False,False
tour_mode_is_bike,False,False
tour_mode_is_walk_transit,True,True
tour_mode_is_drive_transit,False,False
tour_mode_is_ride_hail,False,False
inbound,False,True
first_trip,True,True
last_trip,True,True
_origin_terminal_time,0,0
_dest_terminal_time,0,0
total_terminal_time,0,0
free_parking_available,False,False
dest_hourly_peak_parking_cost,13.60322134354991,0.0
origin_hourly_peak_parking_cost,0.0,13.60322134354991
origin_duration,0.0,7.0
dest_duration,0.0,7.0
origin_parking_cost,0.0,95.22254940484937
dest_parking_cost,0.0,0.0
total_parking_cost,0.0,47.61127470242469
trip_topology,1,1
density_index,2.9382624416326895,2.9382624416326895
origin_density_index,0.7773036051631254,0.7773036051631254
_walk_transit_origin,True,True
_walk_transit_destination,True,True
walk_transit_available,True,True
drive_transit_available,False,False
origin_walk_time,6.66,6.66
destination_walk_time,6.66,6.66
origin_density_measure,15357.201270933227,13412.327671797253
origin_density,1,2
origin_zone_taxi_wait_time_mean,5.5,9.5
origin_zone_taxi_wait_time_sd,0,0
origTaxiWaitTime,5.5,9.500000000000002
origin_zone_singleTNC_wait_time_mean,3.0,6.3
origin_zone_singleTNC_wait_time_sd,0,0
origSingleTNCWaitTime,3.0000000000000004,6.299999999999999
origin_zone_sharedTNC_wait_time_mean,5.0,8.0
origin_zone_sharedTNC_wait_time_sd,0,0
origSharedTNCWaitTime,4.999999999999999,7.999999999999998
sov_available,True,True
hov2_available,True,True
hov3_available,True,True
sovtoll_available,True,True
hov2toll_available,True,True
hov3toll_available,True,True
walk_local_available,True,True
walk_lrf_available,False,False
walk_express_available,False,False
walk_heavyrail_available,False,False
walk_commuter_available,False,False
drive_local_available_outbound,False,False
drive_local_available_inbound,False,False
drive_lrf_available_outbound,False,False
drive_lrf_available_inbound,False,False
drive_express_available_outbound,False,False
drive_express_available_inbound,False,False
drive_heavyrail_available_outbound,False,False
drive_heavyrail_available_inbound,False,False
drive_commuter_available_outbound,False,False
drive_commuter_available_inbound,False,False
walk_ferry_available,False,False
_drive_ferry_available_outbound,False,False
_drive_ferry_available_inbound,False,False
drive_ferry_available,False,False
