alternative,probability_1,probability_2
person_id,2270798.0,2270799.0
0,4.886590071603336e-05,4.886590071603336e-05
1,0.0004805648746380722,0.0004805648746380722
2,0.0005467344470847606,0.0005467344470847606
3,0.00048128667515024635,0.00048128667515024635
4,0.0005888856363329748,0.0005888856363329748
5,0.00046690431287847283,0.00046690431287847283
6,0.0010064538677430318,0.0010064538677430318
7,0.0007115532234449037,0.0007115532234449037
8,0.0006797096981656146,0.0006797096981656146
9,0.0004926153768170429,0.0004926153768170429
10,0.0003571648872365261,0.0003571648872365261
11,0.0008942162476472826,0.0008942162476472826
12,0.0009669543822870519,0.0009669543822870519
13,0.0020718899534690753,0.0020718899534690753
14,0.0006526380043992175,0.0006526380043992175
15,0.0005041795648755842,0.0005041795648755842
16,0.0005343441744562809,0.0005343441744562809
17,0.0007719197680238871,0.0007719197680238871
18,0.0007555020659571124,0.0007555020659571124
19,0.0004842817782132796,0.0004842817782132796
20,0.0004530236273022663,0.0004530236273022663
21,0.0007255630407455849,0.0007255630407455849
22,0.0011746412187744236,0.0011746412187744236
23,0.0009780243562379414,0.0009780243562379414
24,0.0004708781668161499,0.0004708781668161499
25,0.000729115666220598,0.000729115666220598
26,0.0005980798745799315,0.0005980798745799315
27,0.0005990327322553349,0.0005990327322553349
28,0.00013573147614470078,0.00013573147614470078
29,0.0006265066135894866,0.0006265066135894866
30,0.0004057820185223685,0.0004057820185223685
31,0.00045707611568257577,0.00045707611568257577
32,0.0006103645150383886,0.0006103645150383886
33,0.0008611658749566529,0.0008611658749566529
34,0.0005037415059048204,0.0005037415059048204
35,0.00027601784366943475,0.00027601784366943475
36,0.00048559337517973286,0.00048559337517973286
37,0.0005499501895257649,0.0005499501895257649
38,0.0006389361833634501,0.0006389361833634501
39,0.00039225028888705574,0.00039225028888705574
40,0.0004841646111139177,0.0004841646111139177
41,0.0006832433168288621,0.0006832433168288621
42,0.0013763027175884002,0.0013763027175884002
43,0.00034332889061458507,0.00034332889061458507
44,0.0006756703921435295,0.0006756703921435295
45,0.00045557056964838166,0.00045557056964838166
46,0.00025792158122147865,0.00025792158122147865
47,0.00023606744224291087,0.00023606744224291087
48,0.00027391854501136395,0.00027391854501136395
49,0.0005736133765428057,0.0005736133765428057
50,0.00015012482760698274,0.00015012482760698274
51,0.0002797196468527666,0.0002797196468527666
52,0.0002631213753232531,0.0002631213753232531
53,0.0002117913796887319,0.0002117913796887319
54,0.0003180895566771354,0.0003180895566771354
55,0.0003599461398442936,0.0003599461398442936
56,0.00031734881382566936,0.00031734881382566936
57,0.00032340614090907183,0.00032340614090907183
58,0.0002674992597275951,0.0002674992597275951
59,0.00034447461250366963,0.00034447461250366963
60,0.000402856381823905,0.000402856381823905
61,0.000517296526327866,0.000517296526327866
62,0.00017326626961420102,0.00017326626961420102
63,0.0002683841405475983,0.0002683841405475983
64,0.0002782452611078705,0.0002782452611078705
65,0.00011266882469755509,0.00011266882469755509
66,0.0003085790120911057,0.0003085790120911057
67,0.0002922085482159393,0.0002922085482159393
68,0.00023596731472683285,0.00023596731472683285
69,0.00024986162216791846,0.00024986162216791846
70,0.0002913909750924408,0.0002913909750924408
71,0.00029301765058067106,0.00029301765058067106
72,0.0002111607352779442,0.0002111607352779442
73,0.00041651221796822893,0.00041651221796822893
74,0.00031426614655712717,0.00031426614655712717
75,0.00032689073747467614,0.00032689073747467614
76,0.00043263615558590323,0.00043263615558590323
77,0.0005230826232573242,0.0005230826232573242
78,6.129785475202889e-05,6.129785475202889e-05
79,0.0003270008941828314,0.0003270008941828314
80,0.0002389682625198556,0.0002389682625198556
81,0.0007890298089391025,0.0007890298089391025
82,0.00019364779781253866,0.00019364779781253866
83,0.0003063108791552611,0.0003063108791552611
84,0.0002048856563100642,0.0002048856563100642
85,0.00027151760499888143,0.00027151760499888143
86,0.00036747436139419984,0.00036747436139419984
87,9.574428157092864e-05,9.574428157092864e-05
88,0.0003197454949082429,0.0003197454949082429
89,0.00039852343176424514,0.00039852343176424514
90,0.00017063848404116945,0.00017063848404116945
91,0.00016516117335827951,0.00016516117335827951
92,0.0003722756345681347,0.0003722756345681347
93,0.0003896450298057128,0.0003896450298057128
94,0.00040267227915002045,0.00040267227915002045
95,0.00020801541027352954,0.00020801541027352954
96,0.0005017733753291301,0.0005017733753291301
97,0.0002922829215569353,0.0002922829215569353
98,0.0003045230565617459,0.0003045230565617459
99,0.0002837201360126952,0.0002837201360126952
100,0.00026203872670656984,0.00026203872670656984
101,0.0006705898508879492,0.0006705898508879492
102,0.00015492078195416062,0.00015492078195416062
103,0.0003098839288257882,0.0003098839288257882
104,0.0005253331024269644,0.0005253331024269644
105,0.0005817701267352486,0.0005817701267352486
106,0.0008061222996473393,0.0008061222996473393
107,0.0003525966279653013,0.0003525966279653013
108,0.0002818227426381596,0.0002818227426381596
109,0.00035971441813887234,0.00035971441813887234
110,0.00019274002563675235,0.00019274002563675235
111,0.0002330625869325082,0.0002330625869325082
112,0.00039266814255823756,0.00039266814255823756
113,9.74625363535944e-05,9.74625363535944e-05
114,0.000517816073540718,0.000517816073540718
115,0.00021120576145430638,0.00021120576145430638
116,0.0004685179225526978,0.0004685179225526978
117,0.0005402223479353228,0.0005402223479353228
118,0.00043811044097842084,0.00043811044097842084
119,0.000370330294460463,0.000370330294460463
120,0.00029623818124885766,0.00029623818124885766
