person_id,utility
2270797,9.377420800178264
2270797,10.120321897240478
2270797,9.330551624375115
2270797,9.181966354880476
2270797,9.047128753996718
2270797,8.07549689173077
2270797,9.515706752371017
2270797,9.454328727484233
2270797,9.632385734540765
2270797,9.703449050295077
2270797,9.743729622726024
2270797,9.859298522364643
2270797,9.871147552049713
2270797,11.012425038560355
2270797,9.89944530969434
2270797,9.999384646224255
2270797,9.968871797517764
2270797,10.580584074419844
2270797,9.282661674468823
2270797,8.993645212850133
2270797,9.900989845995436
2270797,9.871882130793677
2270797,9.910441834242873
2270797,9.469631721347977
2270797,9.698329328581352
2270797,9.440909140506928
2270800,9.389406092796301
2270800,9.338207615856987
2270800,9.347071830582777
2270800,9.195866722333788
2270800,9.141094743662228
2270800,9.55131952703037
2270800,9.693891568978238
2270800,10.504089798002461
2270800,9.882667802949307
2270800,9.888036958847582
2270800,9.999384646224255
2270800,11.308536837493053
2270800,10.363614019887908
2270800,9.575240001071592
2270800,10.03952159749758
2270800,10.02619927296034
2270800,9.859047500121523
2270800,9.882359340399585
2270800,9.845771613363542
2270800,9.872763948461127
2270800,9.202698057917075
2270800,9.363688711633264
2270800,9.777959172705634
2270800,9.604757133324576
2270800,9.828597221966524
