trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,destination_logsum,chunk_id,earliest,latest,tour_hour,next_trip_id,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23
1175636874,3584258,1426758,146954609,univ,2,True,2,univ,229,216,,229,19.0,20.0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
904269986,2756920,1050740,113033748,othmaint,2,True,2,othmaint,1242,1309,,652,6.0,6.0,6,0,0.0,0.0,0.23548821399999997,0.357403945,0.125753019,0.0,0.0,0.078259791,0.0,0.046555016,0.11357777,0.042962245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673624858,5102514,1965654,209203107,shopping,2,True,2,shopping,560,468,,801,5.0,5.0,5,0,0.0,0.18855969,0.026231205,0.0,0.018666624,0.036855114,0.01579057,0.02877734,0.0,0.008686294,0.03735935,0.062874703,0.02993166,0.13469908,0.360321567,0.05124680400000001,0.0,0.0,0.0
903730754,2755276,1050210,112966344,othmaint,2,True,3,othdiscr,1361,1310,9.812666724891972,600,6.0,6.0,6,903730755,0.0,0.0,0.23548821399999997,0.357403945,0.125753019,0.0,0.0,0.078259791,0.0,0.046555016,0.11357777,0.042962245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554057234,1689198,648189,69257154,social,2,True,2,social,1060,1067,,567,5.0,6.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163488477,0.72896704,0.10754448300000001,0.0,0.0,0.0
1395419882,4254328,1677854,174427485,social,2,True,2,social,547,547,,768,21.0,21.0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186441429,0.813558571
1155396698,3522550,1398139,144424587,social,2,True,3,othdiscr,106,77,12.984234707652238,739,21.0,21.0,21,1155396699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186441429,0.813558571
1458323034,4446106,1737467,182290379,shopping,2,True,2,shopping,583,649,,707,5.0,5.0,5,0,0.0,0.18855969,0.026231205,0.0,0.018666624,0.036855114,0.01579057,0.02877734,0.0,0.008686294,0.03735935,0.062874703,0.02993166,0.13469908,0.360321567,0.05124680400000001,0.0,0.0,0.0
1876764754,5721843,2181652,234595594,univ,2,True,2,univ,354,370,,373,19.0,19.0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
646967130,1972460,753963,80870891,school,2,True,2,school,104,934,,91,10.0,10.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.489554594,0.510445406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593109834,1808261,694717,74138729,othmaint,2,True,2,othmaint,1113,1138,,550,5.0,5.0,5,0,0.0,0.040658727,0.120399874,0.213344233,0.111017831,0.079889013,0.042291218,0.0,0.204453217,0.0,0.0,0.104955464,0.082990423,0.0,0.0,0.0,0.0,0.0,0.0
2132217394,6500662,2481935,266527174,school,2,True,2,school,1335,1336,,430,15.0,15.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8683249059999999,0.0,0.131675094,0.0,0.0,0.0,0.0,0.0
484223714,1476291,563739,60527964,shopping,2,True,2,shopping,1188,1187,,529,5.0,5.0,5,0,0.0,0.18855969,0.026231205,0.0,0.018666624,0.036855114,0.01579057,0.02877734,0.0,0.008686294,0.03735935,0.062874703,0.02993166,0.13469908,0.360321567,0.05124680400000001,0.0,0.0,0.0
1365570498,4163324,1641723,170696312,othmaint,2,True,3,othmaint,286,262,13.072008017547107,754,6.0,6.0,6,1365570499,0.0,0.0,0.23548821399999997,0.357403945,0.125753019,0.0,0.0,0.078259791,0.0,0.046555016,0.11357777,0.042962245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777630034,5419603,2080403,222203754,univ,2,True,2,univ,347,347,,370,19.0,21.0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
417827290,1273863,488082,52228411,othmaint,2,True,3,shopping,736,736,13.280175066707525,620,6.0,6.0,6,417827291,0.0,0.0,0.23548821399999997,0.357403945,0.125753019,0.0,0.0,0.078259791,0.0,0.046555016,0.11357777,0.042962245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889972794,2713331,1035363,111246599,othmaint,2,True,3,shopping,1298,1302,13.065279685192317,650,5.0,5.0,5,889972795,0.0,0.040658727,0.120399874,0.213344233,0.111017831,0.079889013,0.042291218,0.0,0.204453217,0.0,0.0,0.104955464,0.082990423,0.0,0.0,0.0,0.0,0.0,0.0
1958553826,5971200,2284059,244819228,othmaint,2,True,3,shopping,1265,1250,13.471837955871516,872,6.0,6.0,6,1958553827,0.0,0.0,0.23548821399999997,0.357403945,0.125753019,0.0,0.0,0.078259791,0.0,0.046555016,0.11357777,0.042962245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232818938,6807374,2607106,279102367,shopping,2,True,4,shopping,1403,1403,4.24939695178459,952,5.0,5.0,5,2232818939,0.0,0.18855969,0.026231205,0.0,0.018666624,0.036855114,0.01579057,0.02877734,0.0,0.008686294,0.03735935,0.062874703,0.02993166,0.13469908,0.360321567,0.05124680400000001,0.0,0.0,0.0
661586098,2017030,770770,82698262,school,2,True,2,school,1085,1067,,159,15.0,15.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8683249059999999,0.0,0.131675094,0.0,0.0,0.0,0.0,0.0
